18/08/2020	11:00
######	######	######	######
Input parameter	Value		
Start phase (Rad)	0.0000000000
Phase step (Rad)	1.0000000000
End phase (Rad)	50000.0000000000
Pulse 1 start time after trigger (ms)	0.1200000000
Pulse 2 start time after trigger (ms)	0.7200000000
Loop averages	1.0000000000
Sweep rate (Hz/s)	0.0000000000
k_eff  (m^-1)	0.0000000000
Pi pulse (us)	4.5000000000
Pulse separation  (ms)	3.0000000000
######	######	######	######	######
Laser phase (deg)	Average1	Standard Deviation	Average Population	Best fit
12572.666	0.290	NaN	0.290	0.326
12581.739	0.358	NaN	0.358	0.337
12584.115	0.303	NaN	0.303	0.328
12582.758	0.289	NaN	0.289	0.335
12583.806	0.298	NaN	0.298	0.330
12585.760	0.375	NaN	0.375	0.327
12578.363	0.284	NaN	0.284	0.327
12577.925	0.285	NaN	0.285	0.328
12575.203	0.373	NaN	0.373	0.337
12581.180	0.363	NaN	0.363	0.336
12585.504	0.375	NaN	0.375	0.327
12586.238	0.366	NaN	0.366	0.329
12578.060	0.291	NaN	0.291	0.327
12580.001	0.360	NaN	0.360	0.330
12581.793	0.333	NaN	0.333	0.337
12580.855	0.376	NaN	0.376	0.334
12577.639	0.293	NaN	0.293	0.329
12575.808	0.377	NaN	0.377	0.337
12576.911	0.332	NaN	0.332	0.333
12582.387	0.292	NaN	0.292	0.336
12585.607	0.375	NaN	0.375	0.327
12579.819	0.347	NaN	0.347	0.329
12583.857	0.299	NaN	0.299	0.330
12576.902	0.334	NaN	0.334	0.333
12577.585	0.297	NaN	0.297	0.330
12580.100	0.373	NaN	0.373	0.330
12577.000	0.334	NaN	0.334	0.333
12577.251	0.322	NaN	0.322	0.331
12572.072	0.320	NaN	0.320	0.327
12587.790	0.296	NaN	0.296	0.337
12582.131	0.314	NaN	0.314	0.337
12582.106	0.334	NaN	0.334	0.337
12578.852	0.304	NaN	0.304	0.326
12578.477	0.290	NaN	0.290	0.326
12574.780	0.352	NaN	0.352	0.335
12584.693	0.346	NaN	0.346	0.326
12583.116	0.288	NaN	0.288	0.334
12573.805	0.300	NaN	0.300	0.330
12577.317	0.306	NaN	0.306	0.331
12575.977	0.368	NaN	0.368	0.337
12585.936	0.378	NaN	0.378	0.328
12585.178	0.367	NaN	0.367	0.326
12579.214	0.333	NaN	0.333	0.327
12584.535	0.336	NaN	0.336	0.327
12582.073	0.325	NaN	0.325	0.337
12579.390	0.332	NaN	0.332	0.327
12580.928	0.366	NaN	0.366	0.335
12579.574	0.327	NaN	0.327	0.328
12581.370	0.363	NaN	0.363	0.336
12583.777	0.294	NaN	0.294	0.330
12580.265	0.374	NaN	0.374	0.331
12581.307	0.373	NaN	0.373	0.336
12580.248	0.368	NaN	0.368	0.331
12577.011	0.310	NaN	0.310	0.333
12577.172	0.314	NaN	0.314	0.332
12581.912	0.325	NaN	0.325	0.337
12580.598	0.370	NaN	0.370	0.333
12580.422	0.366	NaN	0.366	0.332
12582.974	0.296	NaN	0.296	0.334
12580.602	0.374	NaN	0.374	0.333
12578.233	0.284	NaN	0.284	0.327
12579.462	0.341	NaN	0.341	0.327
12583.171	0.288	NaN	0.288	0.333
12580.907	0.378	NaN	0.378	0.334
12580.484	0.378	NaN	0.378	0.332
12579.607	0.348	NaN	0.348	0.328
12578.788	0.309	NaN	0.309	0.326
12574.730	0.359	NaN	0.359	0.335
12576.310	0.361	NaN	0.361	0.336
12579.585	0.355	NaN	0.355	0.328
12574.581	0.359	NaN	0.359	0.334
12577.055	0.299	NaN	0.299	0.332
12585.542	0.374	NaN	0.374	0.327
12581.932	0.328	NaN	0.328	0.337
12580.762	0.378	NaN	0.378	0.334
12579.402	0.344	NaN	0.344	0.327
12579.246	0.328	NaN	0.328	0.327
12582.454	0.298	NaN	0.298	0.336
12578.988	0.303	NaN	0.303	0.326
12579.497	0.344	NaN	0.344	0.327
12578.961	0.303	NaN	0.303	0.326
12581.158	0.372	NaN	0.372	0.336
12579.250	0.327	NaN	0.327	0.327
12581.632	0.344	NaN	0.344	0.337
12578.579	0.301	NaN	0.301	0.326
12574.003	0.314	NaN	0.314	0.331
12582.317	0.311	NaN	0.311	0.337
12581.435	0.357	NaN	0.357	0.336
12582.963	0.287	NaN	0.287	0.334
12581.234	0.360	NaN	0.360	0.336
12576.166	0.362	NaN	0.362	0.336
12577.968	0.286	NaN	0.286	0.328
12578.587	0.299	NaN	0.299	0.326
12573.392	0.296	NaN	0.296	0.328
12576.284	0.347	NaN	0.347	0.336
12579.441	0.336	NaN	0.336	0.327
12579.149	0.303	NaN	0.303	0.326
12579.039	0.320	NaN	0.320	0.326
12580.628	0.374	NaN	0.374	0.333
12578.495	0.288	NaN	0.288	0.326
12579.654	0.357	NaN	0.357	0.328
12572.700	0.295	NaN	0.295	0.326
12580.007	0.362	NaN	0.362	0.330
12584.375	0.333	NaN	0.333	0.327
12580.277	0.376	NaN	0.376	0.331
12588.432	0.297	NaN	0.297	0.337
12581.965	0.331	NaN	0.331	0.337
12580.734	0.381	NaN	0.381	0.334
12581.254	0.364	NaN	0.364	0.336
12578.429	0.291	NaN	0.291	0.326
12580.533	0.381	NaN	0.381	0.333
12576.995	0.323	NaN	0.323	0.333
12582.601	0.303	NaN	0.303	0.336
12577.843	0.287	NaN	0.287	0.328
12584.583	0.345	NaN	0.345	0.327
12574.539	0.355	NaN	0.355	0.334
12578.218	0.291	NaN	0.291	0.327
12581.277	0.369	NaN	0.369	0.336
12580.739	0.373	NaN	0.373	0.334
12575.834	0.378	NaN	0.378	0.337
12582.778	0.287	NaN	0.287	0.335
12587.585	0.299	NaN	0.299	0.336
12588.456	0.287	NaN	0.287	0.337
12578.933	0.305	NaN	0.305	0.326
12579.555	0.328	NaN	0.328	0.328
12581.697	0.334	NaN	0.334	0.337
12578.749	0.291	NaN	0.291	0.326
12582.134	0.328	NaN	0.328	0.337
12582.577	0.309	NaN	0.309	0.336
12586.457	0.358	NaN	0.358	0.331
12581.882	0.324	NaN	0.324	0.337
12580.189	0.371	NaN	0.371	0.331
12583.486	0.301	NaN	0.301	0.332
12579.390	0.346	NaN	0.346	0.327
12575.214	0.368	NaN	0.368	0.337
12585.793	0.380	NaN	0.380	0.328
12579.994	0.347	NaN	0.347	0.330
12582.360	0.306	NaN	0.306	0.337
12578.067	0.286	NaN	0.286	0.327
12576.396	0.332	NaN	0.332	0.336
12582.050	0.333	NaN	0.333	0.337
12579.902	0.337	NaN	0.337	0.329
12585.921	0.378	NaN	0.378	0.328
12574.344	0.336	NaN	0.336	0.333
12575.815	0.373	NaN	0.373	0.337
12582.943	0.285	NaN	0.285	0.334
12576.690	0.343	NaN	0.343	0.334
12584.679	0.363	NaN	0.363	0.326
12582.751	0.293	NaN	0.293	0.335
12578.508	0.287	NaN	0.287	0.326
12578.821	0.304	NaN	0.304	0.326
12579.790	0.367	NaN	0.367	0.329
12582.241	0.323	NaN	0.323	0.337
12582.720	0.297	NaN	0.297	0.335
12579.265	0.334	NaN	0.334	0.327
12576.340	0.362	NaN	0.362	0.336
12570.387	0.371	NaN	0.371	0.334
12571.045	0.358	NaN	0.358	0.331
12581.076	0.359	NaN	0.359	0.335
12581.538	0.362	NaN	0.362	0.337
12577.006	0.334	NaN	0.334	0.333
12571.924	0.345	NaN	0.345	0.327
12585.013	0.368	NaN	0.368	0.326
12584.298	0.328	NaN	0.328	0.328
12579.401	0.352	NaN	0.352	0.327
12575.600	0.376	NaN	0.376	0.337
12583.696	0.310	NaN	0.310	0.330
12575.328	0.376	NaN	0.376	0.337
12576.934	0.320	NaN	0.320	0.333
12583.904	0.296	NaN	0.296	0.329
12576.350	0.362	NaN	0.362	0.336
12578.187	0.287	NaN	0.287	0.327
12586.812	0.342	NaN	0.342	0.333
12583.486	0.286	NaN	0.286	0.332
12584.221	0.311	NaN	0.311	0.328
12578.987	0.311	NaN	0.311	0.326
12588.732	0.294	NaN	0.294	0.336
12579.421	0.319	NaN	0.319	0.327
12578.474	0.297	NaN	0.297	0.326
12582.686	0.300	NaN	0.300	0.335
12574.015	0.322	NaN	0.322	0.331
12578.535	0.310	NaN	0.310	0.326
12591.936	0.342	NaN	0.342	0.327
12577.757	0.291	NaN	0.291	0.329
12581.422	0.359	NaN	0.359	0.336
12583.959	0.318	NaN	0.318	0.329
12579.776	0.346	NaN	0.346	0.329
12581.360	0.360	NaN	0.360	0.336
12583.093	0.290	NaN	0.290	0.334
12574.900	0.359	NaN	0.359	0.336
12579.540	0.332	NaN	0.332	0.328
12578.331	0.290	NaN	0.290	0.327
12580.899	0.378	NaN	0.378	0.334
12584.673	0.330	NaN	0.330	0.326
12581.523	0.368	NaN	0.368	0.337
12578.522	0.294	NaN	0.294	0.326
12581.607	0.360	NaN	0.360	0.337
12579.080	0.312	NaN	0.312	0.326
12572.630	0.293	NaN	0.293	0.326
12581.315	0.362	NaN	0.362	0.336
12582.376	0.312	NaN	0.312	0.336
12582.235	0.315	NaN	0.315	0.337
12581.109	0.387	NaN	0.387	0.335
12576.865	0.329	NaN	0.329	0.333
12577.819	0.303	NaN	0.303	0.328
12577.811	0.292	NaN	0.292	0.328
12580.665	0.375	NaN	0.375	0.333
12580.756	0.381	NaN	0.381	0.334
12583.264	0.286	NaN	0.286	0.333
12582.430	0.301	NaN	0.301	0.336
12588.088	0.290	NaN	0.290	0.337
12584.329	0.308	NaN	0.308	0.327
12582.254	0.315	NaN	0.315	0.337
12581.212	0.369	NaN	0.369	0.336
12578.387	0.295	NaN	0.295	0.326
12580.421	0.377	NaN	0.377	0.332
12580.859	0.376	NaN	0.376	0.334
12577.096	0.332	NaN	0.332	0.332
12573.794	0.317	NaN	0.317	0.330
12578.363	0.293	NaN	0.293	0.327
12577.718	0.292	NaN	0.292	0.329
12581.413	0.369	NaN	0.369	0.336
12583.719	0.293	NaN	0.293	0.330
12579.060	0.315	NaN	0.315	0.326
12578.131	0.291	NaN	0.291	0.327
12576.825	0.321	NaN	0.321	0.334
12580.081	0.371	NaN	0.371	0.330
12579.439	0.325	NaN	0.325	0.327
12585.010	0.358	NaN	0.358	0.326
12581.393	0.354	NaN	0.354	0.336
12583.610	0.299	NaN	0.299	0.331
12583.110	0.290	NaN	0.290	0.334
12578.478	0.296	NaN	0.296	0.326
12582.465	0.317	NaN	0.317	0.336
12583.309	0.292	NaN	0.292	0.333
12581.041	0.384	NaN	0.384	0.335
12578.499	0.293	NaN	0.293	0.326
12580.906	0.379	NaN	0.379	0.334
12578.637	0.303	NaN	0.303	0.326
12586.517	0.364	NaN	0.364	0.331
12580.845	0.378	NaN	0.378	0.334
12580.833	0.384	NaN	0.384	0.334
12587.405	0.312	NaN	0.312	0.335
12582.862	0.291	NaN	0.291	0.335
12581.560	0.338	NaN	0.338	0.337
12583.349	0.285	NaN	0.285	0.332
12587.414	0.299	NaN	0.299	0.335
12579.829	0.362	NaN	0.362	0.329
12578.534	0.289	NaN	0.289	0.326
12575.421	0.372	NaN	0.372	0.337
12578.527	0.293	NaN	0.293	0.326
12578.224	0.289	NaN	0.289	0.327
12577.309	0.300	NaN	0.300	0.331
12583.682	0.299	NaN	0.299	0.330
12580.370	0.373	NaN	0.373	0.332
12581.473	0.357	NaN	0.357	0.337
12578.894	0.307	NaN	0.307	0.326
12586.997	0.329	NaN	0.329	0.334
12578.689	0.299	NaN	0.299	0.326
12571.478	0.334	NaN	0.334	0.329
12579.803	0.357	NaN	0.357	0.329
12579.761	0.331	NaN	0.331	0.329
12583.515	0.293	NaN	0.293	0.331
12573.556	0.288	NaN	0.288	0.329
12580.887	0.377	NaN	0.377	0.334
12582.968	0.291	NaN	0.291	0.334
12580.571	0.372	NaN	0.372	0.333
12582.339	0.330	NaN	0.330	0.337
12575.000	0.364	NaN	0.364	0.336
12576.059	0.367	NaN	0.367	0.337
12582.311	0.316	NaN	0.316	0.337
12579.902	0.348	NaN	0.348	0.329
12585.690	0.375	NaN	0.375	0.327
12574.952	0.367	NaN	0.367	0.336
12577.983	0.285	NaN	0.285	0.328
12576.083	0.367	NaN	0.367	0.336
12578.112	0.288	NaN	0.288	0.327
12580.293	0.373	NaN	0.373	0.331
12579.746	0.352	NaN	0.352	0.328
12582.230	0.317	NaN	0.317	0.337
12575.619	0.376	NaN	0.376	0.337
12576.414	0.366	NaN	0.366	0.335
12582.312	0.333	NaN	0.333	0.337
12569.698	0.355	NaN	0.355	0.337
12567.949	0.286	NaN	0.286	0.333
12581.085	0.371	NaN	0.371	0.335
12587.673	0.301	NaN	0.301	0.336
12577.882	0.293	NaN	0.293	0.328
12577.478	0.295	NaN	0.295	0.330
12588.914	0.310	NaN	0.310	0.336
12578.069	0.285	NaN	0.285	0.327
12577.991	0.288	NaN	0.288	0.328
12577.494	0.313	NaN	0.313	0.330
12584.073	0.314	NaN	0.314	0.329
12580.344	0.373	NaN	0.373	0.332
12582.816	0.292	NaN	0.292	0.335
12579.439	0.329	NaN	0.329	0.327
12585.206	0.362	NaN	0.362	0.326
12587.887	0.297	NaN	0.297	0.337
12585.851	0.382	NaN	0.382	0.328
12582.880	0.288	NaN	0.288	0.335
12580.470	0.378	NaN	0.378	0.332
12586.917	0.339	NaN	0.339	0.333
12571.888	0.330	NaN	0.330	0.327
12574.052	0.325	NaN	0.325	0.332
12583.775	0.298	NaN	0.298	0.330
12582.098	0.347	NaN	0.347	0.337
12581.272	0.375	NaN	0.375	0.336
12578.212	0.284	NaN	0.284	0.327
12579.644	0.345	NaN	0.345	0.328
12579.547	0.329	NaN	0.329	0.328
12580.531	0.378	NaN	0.378	0.333
12577.214	0.315	NaN	0.315	0.332
12584.465	0.326	NaN	0.326	0.327
12573.978	0.331	NaN	0.331	0.331
12581.179	0.368	NaN	0.368	0.336
12582.684	0.299	NaN	0.299	0.336
12579.054	0.313	NaN	0.313	0.326
12577.871	0.301	NaN	0.301	0.328
12571.784	0.330	NaN	0.330	0.327
12579.371	0.314	NaN	0.314	0.327
12574.020	0.315	NaN	0.315	0.331
12578.880	0.299	NaN	0.299	0.326
12577.299	0.311	NaN	0.311	0.331
12574.856	0.356	NaN	0.356	0.335
12576.503	0.345	NaN	0.345	0.335
12585.225	0.374	NaN	0.374	0.326
12580.609	0.378	NaN	0.378	0.333
12582.744	0.303	NaN	0.303	0.335
12580.569	0.377	NaN	0.377	0.333
12580.737	0.381	NaN	0.381	0.334
12578.033	0.292	NaN	0.292	0.328
12583.169	0.285	NaN	0.285	0.333
12577.721	0.291	NaN	0.291	0.329
12574.964	0.346	NaN	0.346	0.336
12578.765	0.305	NaN	0.305	0.326
12579.704	0.343	NaN	0.343	0.328
12578.985	0.315	NaN	0.315	0.326
12584.223	0.306	NaN	0.306	0.328
12580.638	0.380	NaN	0.380	0.333
12582.192	0.308	NaN	0.308	0.337
12580.526	0.380	NaN	0.380	0.333
12582.911	0.291	NaN	0.291	0.335
12578.486	0.293	NaN	0.293	0.326
12573.875	0.288	NaN	0.288	0.331
12573.437	0.294	NaN	0.294	0.328
12579.941	0.366	NaN	0.366	0.329
12583.952	0.297	NaN	0.297	0.329
12581.252	0.369	NaN	0.369	0.336
12577.261	0.318	NaN	0.318	0.331
12579.236	0.325	NaN	0.325	0.327
12581.684	0.346	NaN	0.346	0.337
12577.371	0.304	NaN	0.304	0.331
12580.644	0.380	NaN	0.380	0.333
12579.668	0.349	NaN	0.349	0.328
12578.677	0.301	NaN	0.301	0.326
12582.098	0.337	NaN	0.337	0.337
12577.771	0.293	NaN	0.293	0.329
12580.333	0.380	NaN	0.380	0.332
12578.260	0.289	NaN	0.289	0.327
12580.224	0.365	NaN	0.365	0.331
12583.418	0.289	NaN	0.289	0.332
12576.007	0.380	NaN	0.380	0.337
12578.221	0.291	NaN	0.291	0.327
12575.009	0.366	NaN	0.366	0.336
12582.220	0.320	NaN	0.320	0.337
12580.607	0.384	NaN	0.384	0.333
12585.697	0.375	NaN	0.375	0.327
12581.275	0.370	NaN	0.370	0.336
12583.235	0.287	NaN	0.287	0.333
12571.738	0.329	NaN	0.329	0.328
12574.711	0.340	NaN	0.340	0.335
12582.194	0.335	NaN	0.335	0.337
12576.039	0.370	NaN	0.370	0.337
12581.950	0.339	NaN	0.339	0.337
12579.781	0.355	NaN	0.355	0.329
12580.076	0.364	NaN	0.364	0.330
12582.564	0.310	NaN	0.310	0.336
12572.956	0.286	NaN	0.286	0.327
12586.573	0.351	NaN	0.351	0.331
12580.204	0.365	NaN	0.365	0.331
12589.734	0.344	NaN	0.344	0.332
12583.253	0.286	NaN	0.286	0.333
12581.324	0.363	NaN	0.363	0.336
12579.184	0.303	NaN	0.303	0.327
12586.160	0.376	NaN	0.376	0.329
12578.726	0.297	NaN	0.297	0.326
12573.608	0.310	NaN	0.310	0.329
12582.084	0.333	NaN	0.333	0.337
12581.844	0.346	NaN	0.346	0.337
12592.791	0.287	NaN	0.287	0.331
12577.954	0.287	NaN	0.287	0.328
12580.874	0.377	NaN	0.377	0.334
12578.737	0.292	NaN	0.292	0.326
12566.050	0.366	NaN	0.366	0.326
12590.678	0.375	NaN	0.375	0.327
12588.919	0.301	NaN	0.301	0.336
12572.409	0.291	NaN	0.291	0.326
12562.195	0.301	NaN	0.301	0.335
12583.837	0.303	NaN	0.303	0.330
12571.929	0.347	NaN	0.347	0.327
12577.202	0.328	NaN	0.328	0.332
12579.520	0.339	NaN	0.339	0.328
12576.996	0.315	NaN	0.315	0.333
12577.484	0.303	NaN	0.303	0.330
12576.736	0.335	NaN	0.335	0.334
12578.805	0.293	NaN	0.293	0.326
12576.836	0.335	NaN	0.335	0.334
12581.451	0.361	NaN	0.361	0.336
12576.633	0.353	NaN	0.353	0.335
12580.130	0.376	NaN	0.376	0.330
12581.002	0.376	NaN	0.376	0.335
12582.038	0.341	NaN	0.341	0.337
12580.989	0.376	NaN	0.376	0.335
12578.662	0.286	NaN	0.286	0.326
12585.079	0.367	NaN	0.367	0.326
12590.086	0.360	NaN	0.360	0.330
12576.577	0.360	NaN	0.360	0.335
12585.220	0.354	NaN	0.354	0.326
12583.586	0.303	NaN	0.303	0.331
12583.202	0.291	NaN	0.291	0.333
12586.113	0.377	NaN	0.377	0.329
12579.779	0.363	NaN	0.363	0.329
12578.590	0.293	NaN	0.293	0.326
12579.995	0.366	NaN	0.366	0.330
12575.870	0.377	NaN	0.377	0.337
12581.817	0.335	NaN	0.335	0.337
12578.797	0.299	NaN	0.299	0.326
12584.778	0.325	NaN	0.325	0.326
12578.410	0.292	NaN	0.292	0.326
12582.006	0.330	NaN	0.330	0.337
12582.940	0.292	NaN	0.292	0.334
12587.643	0.296	NaN	0.296	0.336
12587.511	0.317	NaN	0.317	0.336
12577.058	0.312	NaN	0.312	0.332
12580.761	0.374	NaN	0.374	0.334
12579.943	0.376	NaN	0.376	0.329
12576.486	0.343	NaN	0.343	0.335
12582.855	0.297	NaN	0.297	0.335
12573.920	0.327	NaN	0.327	0.331
12572.673	0.284	NaN	0.284	0.326
12578.792	0.301	NaN	0.301	0.326
12575.987	0.378	NaN	0.378	0.337
12584.856	0.355	NaN	0.355	0.326
12584.742	0.345	NaN	0.345	0.326
12575.218	0.367	NaN	0.367	0.337
12579.771	0.364	NaN	0.364	0.329
12574.628	0.354	NaN	0.354	0.335
12581.824	0.350	NaN	0.350	0.337
12578.704	0.298	NaN	0.298	0.326
12575.997	0.376	NaN	0.376	0.337
12583.345	0.290	NaN	0.290	0.332
12582.715	0.302	NaN	0.302	0.335
12587.690	0.309	NaN	0.309	0.336
12579.756	0.350	NaN	0.350	0.329
12577.351	0.311	NaN	0.311	0.331
12580.568	0.377	NaN	0.377	0.333
12582.150	0.318	NaN	0.318	0.337
12572.802	0.296	NaN	0.296	0.326
12581.483	0.358	NaN	0.358	0.337
12581.380	0.361	NaN	0.361	0.336
12578.313	0.290	NaN	0.290	0.327
12587.446	0.323	NaN	0.323	0.336
12576.945	0.320	NaN	0.320	0.333
12583.125	0.289	NaN	0.289	0.334
12579.166	0.321	NaN	0.321	0.327
12583.248	0.283	NaN	0.283	0.333
12582.653	0.297	NaN	0.297	0.336
12573.924	0.301	NaN	0.301	0.331
12578.396	0.289	NaN	0.289	0.326
12578.017	0.288	NaN	0.288	0.328
12577.760	0.291	NaN	0.291	0.329
12578.773	0.314	NaN	0.314	0.326
12583.850	0.306	NaN	0.306	0.330
12584.515	0.320	NaN	0.320	0.327
12579.630	0.332	NaN	0.332	0.328
12579.734	0.344	NaN	0.344	0.328
12577.109	0.306	NaN	0.306	0.332
12588.010	0.300	NaN	0.300	0.337
12578.892	0.314	NaN	0.314	0.326
12580.502	0.381	NaN	0.381	0.332
12580.107	0.376	NaN	0.376	0.330
12578.699	0.310	NaN	0.310	0.326
12571.963	0.332	NaN	0.332	0.327
12578.378	0.302	NaN	0.302	0.327
12583.056	0.286	NaN	0.286	0.334
12581.204	0.373	NaN	0.373	0.336
12579.168	0.335	NaN	0.335	0.327
12575.712	0.380	NaN	0.380	0.337
12577.161	0.328	NaN	0.328	0.332
12579.470	0.318	NaN	0.318	0.327
12580.997	0.372	NaN	0.372	0.335
12583.595	0.290	NaN	0.290	0.331
12581.758	0.346	NaN	0.346	0.337
12579.886	0.343	NaN	0.343	0.329
12575.345	0.366	NaN	0.366	0.337
12581.380	0.361	NaN	0.361	0.336
12579.012	0.304	NaN	0.304	0.326
12578.049	0.288	NaN	0.288	0.327
12573.553	0.298	NaN	0.298	0.329
12572.567	0.300	NaN	0.300	0.326
12579.547	0.318	NaN	0.318	0.328
12578.475	0.289	NaN	0.289	0.326
12577.226	0.321	NaN	0.321	0.331
12578.176	0.288	NaN	0.288	0.327
12580.515	0.373	NaN	0.373	0.333
12581.081	0.376	NaN	0.376	0.335
12576.610	0.353	NaN	0.353	0.335
12579.555	0.350	NaN	0.350	0.328
12576.351	0.370	NaN	0.370	0.336
12577.108	0.349	NaN	0.349	0.332
12588.144	0.292	NaN	0.292	0.337
12581.466	0.354	NaN	0.354	0.337
12587.077	0.322	NaN	0.322	0.334
12581.379	0.364	NaN	0.364	0.336
12586.746	0.370	NaN	0.370	0.332
12578.769	0.295	NaN	0.295	0.326
12578.556	0.293	NaN	0.293	0.326
12578.795	0.293	NaN	0.293	0.326
12574.375	0.315	NaN	0.315	0.333
12579.850	0.340	NaN	0.340	0.329
12579.673	0.334	NaN	0.334	0.328
12583.830	0.300	NaN	0.300	0.330
12577.164	0.327	NaN	0.327	0.332
12576.827	0.336	NaN	0.336	0.334
12581.344	0.366	NaN	0.366	0.336
12575.806	0.381	NaN	0.381	0.337
12579.467	0.333	NaN	0.333	0.327
12580.791	0.379	NaN	0.379	0.334
12578.395	0.295	NaN	0.295	0.326
12582.695	0.316	NaN	0.316	0.335
12578.621	0.296	NaN	0.296	0.326
12582.379	0.309	NaN	0.309	0.336
12579.766	0.345	NaN	0.345	0.329
12580.084	0.346	NaN	0.346	0.330
12581.232	0.367	NaN	0.367	0.336
12579.471	0.337	NaN	0.337	0.327
12582.989	0.305	NaN	0.305	0.334
12578.050	0.295	NaN	0.295	0.327
12584.039	0.316	NaN	0.316	0.329
12586.532	0.374	NaN	0.374	0.331
12575.001	0.365	NaN	0.365	0.336
12580.834	0.383	NaN	0.383	0.334
12580.348	0.365	NaN	0.365	0.332
12576.733	0.326	NaN	0.326	0.334
12580.245	0.368	NaN	0.368	0.331
12578.494	0.293	NaN	0.293	0.326
12583.158	0.291	NaN	0.291	0.333
12583.228	0.289	NaN	0.289	0.333
12585.521	0.376	NaN	0.376	0.327
12579.802	0.340	NaN	0.340	0.329
12577.764	0.287	NaN	0.287	0.329
12583.507	0.289	NaN	0.289	0.331
12580.632	0.374	NaN	0.374	0.333
12580.503	0.373	NaN	0.373	0.332
12582.044	0.330	NaN	0.330	0.337
12582.899	0.293	NaN	0.293	0.335
12580.797	0.384	NaN	0.384	0.334
12586.218	0.374	NaN	0.374	0.329
12576.154	0.361	NaN	0.361	0.336
12576.799	0.327	NaN	0.327	0.334
12575.767	0.383	NaN	0.383	0.337
12578.652	0.295	NaN	0.295	0.326
12576.576	0.356	NaN	0.356	0.335
12573.884	0.311	NaN	0.311	0.331
12584.745	0.364	NaN	0.364	0.326
12585.261	0.378	NaN	0.378	0.326
12581.879	0.347	NaN	0.347	0.337
12583.510	0.299	NaN	0.299	0.331
12577.815	0.294	NaN	0.294	0.328
12581.428	0.357	NaN	0.357	0.336
12586.437	0.375	NaN	0.375	0.331
12578.637	0.291	NaN	0.291	0.326
12578.033	0.286	NaN	0.286	0.328
12581.841	0.335	NaN	0.335	0.337
12587.869	0.291	NaN	0.291	0.337
12576.811	0.344	NaN	0.344	0.334
12582.721	0.290	NaN	0.290	0.335
12584.526	0.347	NaN	0.347	0.327
12575.080	0.382	NaN	0.382	0.336
12580.969	0.373	NaN	0.373	0.335
12578.778	0.307	NaN	0.307	0.326
12583.812	0.294	NaN	0.294	0.330
12574.363	0.318	NaN	0.318	0.333
12589.811	0.323	NaN	0.323	0.331
12569.945	0.366	NaN	0.366	0.336
12586.176	0.360	NaN	0.360	0.329
12578.996	0.316	NaN	0.316	0.326
12578.570	0.297	NaN	0.297	0.326
12590.950	0.378	NaN	0.378	0.327
12576.208	0.378	NaN	0.378	0.336
12579.836	0.356	NaN	0.356	0.329
12583.562	0.289	NaN	0.289	0.331
12593.926	0.293	NaN	0.293	0.336
12588.247	0.291	NaN	0.291	0.337
12583.332	0.299	NaN	0.299	0.332
12581.001	0.377	NaN	0.377	0.335
12575.973	0.374	NaN	0.374	0.337
12575.995	0.366	NaN	0.366	0.337
12593.766	0.289	NaN	0.289	0.336
12581.913	0.333	NaN	0.333	0.337
12578.314	0.284	NaN	0.284	0.327
12583.832	0.294	NaN	0.294	0.330
12576.785	0.319	NaN	0.319	0.334
12585.076	0.357	NaN	0.357	0.326
12577.731	0.290	NaN	0.290	0.329
12580.529	0.380	NaN	0.380	0.333
12583.238	0.286	NaN	0.286	0.333
12573.915	0.311	NaN	0.311	0.331
12577.517	0.295	NaN	0.295	0.330
12571.755	0.340	NaN	0.340	0.328
12579.985	0.363	NaN	0.363	0.330
12580.744	0.371	NaN	0.371	0.334
12591.076	0.374	NaN	0.374	0.326
12579.966	0.350	NaN	0.350	0.330
12577.322	0.299	NaN	0.299	0.331
12583.908	0.316	NaN	0.316	0.329
12585.743	0.374	NaN	0.374	0.327
12582.118	0.330	NaN	0.330	0.337
12580.558	0.377	NaN	0.377	0.333
12573.173	0.290	NaN	0.290	0.327
12577.737	0.292	NaN	0.292	0.329
12585.482	0.366	NaN	0.366	0.327
12586.065	0.372	NaN	0.372	0.329
12581.240	0.368	NaN	0.368	0.336
12585.742	0.379	NaN	0.379	0.327
12586.295	0.364	NaN	0.364	0.330
12581.920	0.335	NaN	0.335	0.337
12577.378	0.300	NaN	0.300	0.331
12575.248	0.373	NaN	0.373	0.337
12573.346	0.291	NaN	0.291	0.328
12571.325	0.342	NaN	0.342	0.329
12577.288	0.306	NaN	0.306	0.331
12573.390	0.289	NaN	0.289	0.328
12578.585	0.287	NaN	0.287	0.326
12581.622	0.363	NaN	0.363	0.337
12580.647	0.378	NaN	0.378	0.333
12588.701	0.288	NaN	0.288	0.336
12578.766	0.300	NaN	0.300	0.326
12580.687	0.382	NaN	0.382	0.333
12578.426	0.283	NaN	0.283	0.326
12576.778	0.321	NaN	0.321	0.334
12574.610	0.334	NaN	0.334	0.334
12582.002	0.336	NaN	0.336	0.337
12571.911	0.339	NaN	0.339	0.327
12574.547	0.349	NaN	0.349	0.334
12575.531	0.374	NaN	0.374	0.337
12574.916	0.357	NaN	0.357	0.336
12585.865	0.376	NaN	0.376	0.328
12577.986	0.292	NaN	0.292	0.328
12579.905	0.341	NaN	0.341	0.329
12580.058	0.346	NaN	0.346	0.330
12574.483	0.309	NaN	0.309	0.334
12576.373	0.351	NaN	0.351	0.336
